book_a;book_b;count
0373250258;0373250266;4
1573227331;039592720X;4
0451204956;0446608955;4
0671036505;0142001740;4
0373250207;014028009X;4
006019491X;0399146431;4
0380732661;0380817691;4
0671036505;0060922532;4
0425098605;067102423X;4
0373250207;0373250134;4
0373250207;0373250193;4
0671036505;0316666343;4
0842332340;0842329285;4
0380774933;0671644475;4
0425098605;0316666343;4
0060184957;0375726403;4
0671036505;0452281903;4
0064471101;0609804138;4
0385508417;038079487X;4
0671042572;067976402X;4
0380774933;067168972X;4
0451162072;080410526X;4
0553571656;0385504209;4
0894805770;0316769487;4
0446604844;0671027360;4
0373250207;0767913000;4
0425098605;0345378490;4
0399149759;0316666343;4
0373250215;0385336810;4
0446611808;0446612790;4
1573227331;0553279378;4
0373250207;0743418204;4
0380732661;0380710218;4
0425098648;0345386108;4
0060934719;0380807343;4
0425098648;0345384350;4
0425098648;0345313860;4
0385508417;0446605239;4
0380775840;0515136379;4
0440204887;0517149257;4
0451207521;0451204530;4
0425098648;0380731851;4
0425098648;0380710218;4
0679426159;0743418174;4
0553571656;0385482388;4
0679454446;067976402X;4
0446604844;0971880107;4
067103619X;0743411250;4
0373250207;0060085452;4
0380775840;0515126772;4
0380732661;0380718332;4
0373250223;0373250126;4
0451162072;0451160444;4
0373250223;0373250134;4
0064405842;0553213148;4
0373250223;0373250185;4
0373250223;0373250258;4
0373250223;0373250266;4
0373250223;0373250282;4
0373250223;0373250290;4
0375406182;0316666343;4
0446604844;0515130044;4
0446604844;0515126489;4
0446611808;0446602620;4
0449215296;0316666343;4
0553571583;067164257X;4
0446604666;0425163407;4
0385498721;0316666343;4
1570613818;0385504209;4
0767915054;0142001740;4
0767915054;0142000205;4
0767915054;0312195516;4
0385498721;0312966091;4
0553571583;0440176484;4
0553561278;0553575090;4
0553561278;0553576089;4
0553571583;0440200563;4
0767915054;1558743669;4
0316143464;0385504209;4
0671042572;0684872153;4
0380732661;0449219364;4
0679451463;0553572997;4
0380732661;0449219461;4
0451162072;0451184963;4
0446350109;0446356611;4
0446350109;0446354732;4
0553571583;0671534718;4
0553801430;0446672211;4
0380774933;0515107662;4
0380774933;0553213148;4
0440204887;0060938455;4
0553560735;0553572393;4
0553560735;0553573357;4
0399148701;039915079X;4
0671036505;0743411269;4
0064405842;0440998050;4
0451204956;0553582135;4
0316153915;0316693006;4
0385508417;0066214122;4
0316153915;0316603287;4
0446604666;0425154092;4
0316153915;0316602906;4
0373250266;0373250282;4
0446603309;0440211727;4
0316153915;0345452550;4
0373250266;0373250258;4
0373250266;037325024X;4
0373250266;0373250223;4
0140143505;0449221490;4
0380772566;0553575023;4
0451157443;0671042858;4
0553561278;0553278029;4
0553571583;0440209412;4
0385498721;0060938455;4
0060976241;0679745203;4
0445406518;0312966970;4
0451207521;0316666343;4
0060976241;068484267X;4
0380759497;0345313097;4
0671776134;0385722206;4
0140179836;0316769487;4
0446606383;0316666343;4
0671525751;0743206045;4
0446606324;0345417623;4
0312263120;014028009X;4
0316777730;0060987529;4
0064400085;0312195516;4
0345452550;0060194448;4
0140179836;0316776963;4
0553569031;0553582747;4
0553583980;0451206665;4
0380756250;0380752948;4
0373825021;0373825056;4
0515119202;0553272837;4
0517149257;0380789035;4
0515119784;0743411358;4
0064400085;0312278586;4
0441627404;0385504209;4
0156007754;0375706771;4
0515119652;0515114006;4
0375701907;0679751521;4
0671776134;0743418174;4
0380756250;0380753006;4
0671024108;0743437802;4
0553569031;042516098X;4
0316777730;0316779423;4
0156012197;0380977788;4
055329170X;0553572202;4
055329170X;0553572326;4
044011585X;0440111811;4
0440208459;0805036504;4
042513699X;0804106304;4
0553569031;0425163385;4
0446672351;0060976241;4
0515118559;051511779X;4
0446606383;0316693200;4
0590483447;0590483463;4
0679412956;0743418174;4
0312983824;0385503822;4
0553584049;0553583956;4
006092988X;0312195516;4
0425132951;0440220602;4
0385722192;059035342X;4
0345452550;0446531316;4
0425132951;0425140032;4
0373834284;1551660504;4
0743457943;0515134368;4
0671776096;0671737627;4
1573223425;0312291639;4
0786866276;0671038184;4
0553584049;0515131229;4
0385472943;0446610038;4
0553802461;0515136530;4
0399146008;0316666009;4
0446600474;0425163407;4
0156007754;0316666343;4
0316777722;0452282152;4
080411868X;0446394521;4
0156005891;0316780375;4
0451206673;0446610542;4
0156005891;0312976275;4
0156005891;0312971346;4
0156005891;0142001740;4
0553583980;0515136530;4
0515093556;0345396936;4
0743454146;0380731851;4
0316780812;0060987561;4
0452266564;0345313860;4
0156005891;0316788228;4
0671776096;0671795538;4
0671776096;0671880608;4
0156005891;0375727345;4
0385504470;014028009X;4
0452266564;0345301110;4
0515095826;0515087947;4
0446611085;0452282152;4
0671776134;0375700757;4
0446604658;0385504209;4
0452266564;0140067477;4
0671776134;0312195516;4
042513699X;0743418174;4
0441627404;0394820371;4
0375504907;0385722206;4
0451206665;051513287X;4
0316182540;044022165X;4
080411868X;0061097101;4
0060084405;0743418174;4
0399146008;0446527130;4
0515133418;0446610542;4
0316168815;080411109X;4
0451124340;0671024248;4
0515093203;0553279912;4
0373834284;0553265741;4
080411868X;0440498058;4
0515090174;0553287532;4
0515133418;0399149392;4
0312983298;0312265867;4
0156007754;0375406530;4
0553568760;0316666343;4
0671776134;0142001740;4
0060256672;0316666343;4
0671525751;0743454529;4
0671776134;0671510053;4
0316777730;0316096199;4
0316777730;0316769487;4
0140257934;0440222656;4
0679744398;0804106304;4
0671525751;074324642X;4
0446606383;0312195516;4
0671776134;0688177743;4
0451206665;0515135216;4
055329170X;0553279912;4
055329170X;0553280368;4
1558744606;0446610038;4
0316182540;0425107469;4
059048351X;0590483501;4
0060092645;0060513640;4
0515118559;0515132020;4
0515118559;051513287X;4
0743457943;0385504209;4
044011585X;0316666343;4
0156007754;0345433491;4
0060092645;0380815583;4
0451128389;0451172817;4
0679744398;0684848783;4
0060092645;0380820854;4
0440223202;067976402X;4
1573223425;0449911004;4
0553292722;055356160X;4
0446600474;034541389X;4
0671024108;0671027387;4
0312263120;0375726403;4
0399146008;0316666343;4
0380780860;0312980140;4
1565122968;0312278586;4
0385508417;0786885688;4
1565122968;0312195516;4
1573227889;0312195516;4
1565122968;0385505833;4
0451157443;0451132378;4
1565122968;0385720106;4
0060934719;0060934700;4
0380780860;0380801493;4
0380759489;0345313097;4
0671034022;0743477081;4
0671034022;0671644475;4
0060191988;0316666343;4
1573227889;0070212570;4
1565122968;0375707972;4
0060934719;0060987103;4
0671034057;0425155188;4
0671034057;0425157628;4
0440184622;0440178002;4
0380778556;044021145X;4
0380778556;043935806X;4
0380778556;0439136350;4
0440184622;0449205878;4
0380778556;0316769487;4
0671034057;0671027573;4
0380778556;0345370775;4
0671034057;0671027581;4
0380778556;0345361792;4
0679426159;0743237188;4
0553800973;0312265867;4
0425098648;0425107469;4
0425098648;044021145X;4
0380776839;0380762587;4
0671042572;0671038184;4
0767916069;0316666343;4
0930289234;0380977788;4
0380776510;0380762595;4
0380776839;0380820854;4
0380778556;014028009X;4
0451207521;0451210743;4
0804115761;0446363251;4
0571197639;0380813815;4
0380776839;0380815583;4
0553800949;0553802496;4
0316777722;0679457526;4
0812507436;0812515595;4
0553573403;0440212561;4
0812507436;0812521331;4
0440208459;0671867091;4
0316777722;0679731148;4
0312983824;0375726403;4
0671793535;0316666343;4
0316777722;0679735909;4
0316182540;0440226430;4
0553569031;0345413881;4
0373835760;082177512X;4
0440126894;0671670689;4
0679744398;067976402X;4
0345449347;0375726403;4
0440439884;0446310786;4
0312983824;0380731851;4
0786866276;067976402X;4
0553292722;0553579606;4
0767903854;0140293248;4
0452266564;034538475X;4
0399146008;0316693200;4
0553584049;051513287X;4
0446606383;0385511612;4
0060256737;0786817070;4
0385722192;0684801523;4
0440439884;0385479565;4
0515093556;0345313860;4
0316777722;0684874350;4
1558743316;1558531025;4
0440210690;080411109X;4
0446606383;0380718332;4
0140257934;0446520802;4
0679410325;0375727345;4
0553583980;0515128554;4
0316777722;0671001795;4
0140258795;0140280553;4
0312984820;0312992416;4
0399149759;0385504209;4
0671872001;0743418174;4
0345449347;0345389964;4
1558743316;1558746161;4
0786868015;0743211383;4
0446604658;0385722206;4
0060090367;0440221471;4
0743457943;0446610038;4
0399146008;0399150897;4
0451099648;0375727345;4
0399146504;039914613X;4
0553584049;0515136530;4
0517149257;0440204887;4
0440439884;0439139600;4
0515090395;0380470845;4
0671034006;0061099708;4
0060964049;0452269571;4
0671032992;0671702505;4
051513449X;0515134503;4
0451147367;0451169522;4
0804114609;1400034779;4
044018293X;0440194903;4
0515134503;0345423402;4
0804114609;1400031354;4
044018293X;051511992X;4
044018293X;0440114756;4
0385494149;0743418174;4
044018293X;038531292X;4
0451147367;0451151259;4
0064405052;0385484518;4
051513452X;0441304834;4
0451147367;0451142934;4
0446603929;0446607657;4
0064405052;0385722206;4
0451147367;0451163524;4
0380759470;0345384911;4
0425104346;034539657X;4
1563890119;0380789019;4
0425104338;0451167317;4
0671870963;0671871005;4
0671870963;0671880608;4
0671032992;0671776800;4
0446612731;0446613444;4
0671032992;0671737805;4
0671032992;0671737821;4
0805063889;0345361792;4
0671032992;0671744208;4
0425104346;0425128164;4
0553800949;0375504397;4
0671870963;0671702513;4
0671870963;0671737848;4
0671870963;0671702505;4
0425104338;0451163524;4
0805063889;0316666343;4
0671034006;0312195516;4
0140143505;0060920084;4
0440183057;0312980140;4
0553565915;0553579754;4
0671870963;0671003348;4
0060977337;0316096199;4
0679426159;0385505833;4
084394952X;0505523728;4
0671034006;0446610038;4
0671034006;0446612545;4
0671871005;0380750872;4
0671034006;0440226430;4
0671034006;0515120618;4
0064405176;014131088X;4
0140177396;0142001740;4
0553569406;0553561537;4
0553382411;0743418204;4
0425100650;0425121259;4
0446611727;0446610550;4
0451204956;0140293248;4
0446611808;0515133302;4
0425100650;0425124347;4
0679454497;0316693006;4
0671871005;0671870963;4
0679426159;0446672211;4
0671871005;067173783X;4
0440224721;0446610038;4
0767916069;0671027360;4
0671871005;0671737627;4
0671871005;067187098X;4
0451157443;0440216818;4
0385494246;0449005615;4
0671477099;0385504209;4
1563890119;0345313860;4
0425105334;0425143325;4
0515134511;0441304834;4
0679457313;0156027321;4
0671032992;0671525743;4
0060175966;1400031362;4
0515110396;0316666343;4
0425105334;0451151259;4
0375411070;0385722206;4
0671032992;0671003348;4
0425105334;0451163524;4
0804114609;0671021001;4
051513452X;0425188361;4
044022425X;0452282152;4
0380759470;0380759500;4
0804114609;0671001795;4
0060175966;0684874350;4
0060977337;0446532231;4
0140143505;0156027321;4
0440184053;0515131229;4
0679454497;051513628X;4
0894808249;0842329242;4
0380762595;0380871556;4
0446604666;0446607711;4
0380759500;0380759470;4
0380762595;0380400480;4
0553564528;0553579606;4
0380762595;0380762560;4
0380762595;0380776510;4
0380762595;0380793342;4
0380762595;0380792028;4
0316154601;0316155306;4
0316154601;0316603570;4
0515112305;0380794489;4
0515112305;0380794470;4
0316154601;0345452577;4
0316154601;0345458915;4
0671042572;155874262X;4
0380765454;0380765462;4
0380762595;0380725703;4
0515112305;0553285785;4
0553802496;0066214122;4
0805036377;0142001740;4
0894808249;0836218817;4
1573221937;0375412530;4
0440224624;0553572997;4
0894808249;0836218515;4
0515112305;0553265741;4
0679433015;0375401598;4
1573221937;0316776963;4
0805036377;0312966970;4
0399152288;0553801929;4
0449217205;044021145X;4
0804115613;0446519138;4
0767907817;0743418190;4
0385507593;0316666343;4
0316602051;0399149325;4
0374525641;0375760911;4
0316602051;0385510438;4
0316602051;0385508042;4
0316602051;0385504209;4
0385507593;0316284955;4
0316602051;0312265867;4
0316154601;0316154059;4
0894808249;059035342X;4
0316602051;0316693006;4
0064471055;0439064864;4
0553569635;0446606189;4
0316602051;0399149848;4
0316602051;0399150439;4
0765346524;0812548094;4
0765346524;0812551494;4
0553569635;0440213525;4
0374525641;0316666343;4
0316154601;0399150439;4
0060188731;0671507036;4
0316154601;0385504209;4
0316154601;0399150560;4
0316154601;0399150897;4
0446612510;0440241073;4
1573221937;0140042598;4
0679433023;0345313860;4
0380759500;0345347536;4
0312203039;0312966091;4
089480829X;0684872153;4
0679433023;034538475X;4
0679433015;0515093556;4
0440514428;067976402X;4
0316154601;0553802461;4
044661193X;0312966970;4
0440194903;0449006522;4
0440224624;0671793489;4
0553565060;0553293168;4
0312203039;0312306326;4
1573221856;0743247612;4
0446604666;0446606189;4
0894808249;080410526X;4
0374332657;0316666343;4
0440195934;0743460529;4
1573221937;0060987529;4
0374270325;0374199698;4
044661193X;0312980140;4
0440224624;0671510053;4
1573221937;0312278586;4
1573221937;0312282990;4
0679433015;0679441018;4
044661193X;0312966091;4
0679432477;1400034779;4
0679432477;1400031354;4
0399152288;0316666343;4
0671039962;0671039946;4
0553565060;0553283545;4
044661193X;0316666343;4
044661193X;0312282990;4
0842332294;0842329129;4
0440194903;044018293X;4
0842332294;0842329269;4
044661193X;1400031354;4
0380762609;0380762587;4
0679454497;0375411992;4
0140177396;0316769487;4
140003065X;0064471047;4
0553800949;0312265867;4
0451523377;0446363251;4
0671032992;0446610399;4
0380759470;0345318862;4
0451527097;0446310786;4
0553800949;0316666343;4
0446353205;0440234743;4
0515109746;0515124206;4
042510687X;0375706771;4
0679457526;0440998050;4
0446602620;0446601241;4
0373240007;0373240228;4
0312150601;0140293248;4
044022425X;0440222656;4
140003065X;0060934417;4
0375411070;0743418174;4
0805063889;0743418174;4
0446602620;0671042262;4
0679457526;0446675059;4
0446353205;0440225701;4
0679457526;0446611808;4
0671032992;0316666343;4
0375411992;0316666343;4
1573228214;0140293248;4
0446602620;0425182908;4
140003065X;014028009X;4
0679457526;0060987103;4
0375411550;0385502532;4
0671870114;0399148248;4
0385509456;0345361792;4
0446611808;0553569910;4
0446611638;0440241537;4
0140177396;0345339738;4
0451523377;0441790348;4
0679457526;0312195516;4
0679457526;0312966970;4
0679457526;0140298479;4
0553801430;0743418174;4
0385494149;0345361792;4
0375411550;0446672211;4
0312150601;0446672211;4
1573222267;0375727132;4
0804114609;0446675059;4
042510687X;0375727345;4
0671036505;0446610399;4
0671036505;0446611867;4
0312150601;0345366239;4
0553571656;0345313860;4
0451207521;044023722X;4
0553571656;0316666343;4
0451207521;0440213290;4
0804120013;0553583441;4
0679454446;0380813815;4
0553571656;014029628X;4
0515132136;0446607711;4
0553571656;0312195516;4
0373250215;0373250282;4
0373250215;0373250185;4
0373250215;0373250193;4
0373250215;037325024X;4
0373250215;0060086386;4
0894809946;089480829X;4
0515132136;0553280368;4
0930289595;0380789035;4
0373250215;0373250452;4
0373250215;0373250266;4
0373250215;0373250290;4
0425098605;0440241073;4
0425098605;044023722X;4
0553800973;0446527033;4
0515132136;044023722X;4
0425098605;0451184963;4
0440204887;0385498721;4
0312150601;0345361792;4
042510687X;0425180638;4
0064404994;0440226430;4
1573228214;0345313860;4
0399148450;0425182886;4
0385494149;0140298479;4
0373240228;0373484224;4
042510687X;044021145X;4
0446602620;0440206154;4
042510687X;0440221471;4
042510687X;0425136191;4
1573228214;0316769487;4
1573228214;0345370775;4
042510687X;0440224675;4
0920668372;0836221362;4
0446353205;0446605409;4
0446602620;0446610038;4
1573228214;0060987103;4
0373240007;0515128554;4
0375411992;037541200X;4
0060977477;014023313X;4
0804114609;0440214041;4
0373240228;0515128554;4
140003065X;0385720106;4
0373240228;0373240007;4
0553569406;055329315X;4
0373250126;0743237188;4
0373250126;0767905180;4
0373250134;037325024X;4
0440184053;0440146577;4
0440184053;0440167531;4
0440184053;0440173701;4
0385494246;0312195516;4
0373250134;0373250126;4
0373250134;0373250193;4
0373250134;0373250207;4
0373250134;0373250223;4
0451526554;0385504209;4
0425100650;074343627X;4
0385494246;0316666343;4
0373250126;0805063897;4
0515110396;0425182878;4
0375410945;0743418174;4
067945960X;0345313860;4
067945960X;0316693200;4
0671477099;0971880107;4
0380759470;0345347536;4
0671028383;044023722X;4
0312147015;067976402X;4
067945960X;0385503822;4
067945960X;0385493800;4
0373239963;0373243790;4
0553571885;0446607657;4
0140177396;0312195516;4
0553569406;0553283545;4
0399149759;0425188787;4
0316678104;0316601950;4
0515134481;0425188361;4
0316678104;0316780812;4
0060977337;0060392452;4
0385494246;0316096199;4
0553565915;0451167317;4
0140143505;0064407667;4
0425101452;0425132951;4
0425101452;0425127583;4
0671477099;0316666343;4
0373250118;0385335881;4
0373250118;0385504209;4
0425101452;0425142485;4
0425101452;0425107469;4
0380730847;055357230X;4
0440177049;0440111811;4
0671028375;0609804138;4
0380730847;0446606189;4
0380730847;0446606383;4
0440177049;0440167531;4
0380730847;0446609404;4
0440177049;0440201926;4
0440177049;044021145X;4
0449213943;0345337662;4
0553380095;0804105820;4
0380730847;0449219364;4
0440177049;0440214114;4
0373484429;0373218400;4
0553566040;0316666343;4
0385509456;0385722206;4
0060964049;0440215625;4
0380730847;0553280341;4
0553569376;0553297996;4
0380730847;0553271636;4
3423201509;3423204206;4
0446611638;0446613843;4
